"";"C1A17";"C1F18";"C1A18";"C2A17";"C2F18";"C2A18";"C3A17";"C3F18";"C3A18";"C4A17";"C4F18";"C4A18";"F1A17";"F1F18";"F1A18";"F2A17";"F2F18";"F2A18";"F3A17";"F3F18";"F3A18";"F4A17";"F4F18";"F4A18";"H1A17";"H1F18";"H1A18";"H2A17";"H2F18";"H2A18";"H3A17";"H3F18";"H3A18";"H4A17";"H4F18";"H4A18";"P1F18";"P1A18";"P2F18";"P3F18";"P4F18";"Q1A17";"Q1F18";"Q2A17";"Q2F18";"Q3A17";"Q3F18";"Q3A18";"Q4A17";"Q4F18";"Q4A18";"L1A17";"L1F18";"L1A18";"L2A17";"L2F18";"L2A18";"L3A17";"L3F18";"L3A18";"L4A17";"L4F18";"L4A18";"Chañaral";"Flamenco";"Huasco";"Pta.Choros";"Quintero";"Las_Cruces";"Total"
"ASV1337";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;45;0;0;50;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;177;0;0;34;211
"ASV1339";0;3;0;0;0;0;0;0;0;0;0;29;0;0;13;0;0;0;0;21;0;0;21;59;0;3;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;114;20;0;44;0;210
"ASV1341";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;210;210
"ASV1342";0;0;29;0;0;0;0;0;17;0;0;0;0;0;0;0;0;11;0;0;0;0;0;25;0;0;0;6;11;42;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;20;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;46;36;59;5;63;0;209
"ASV1347";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;24;0;0;86;0;0;0;0;0;0;0;0;208;208
"ASV1348";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;62;0;0;98;0;0;0;0;12;0;0;0;0;0;208;208
"ASV1349";0;0;0;0;0;41;0;0;27;0;0;0;0;0;0;0;0;24;0;0;58;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;109;0;30;0;0;207
"ASV1351";0;0;11;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;125;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;11;27;144;6;0;18;206
"ASV1354";0;0;0;0;0;0;0;0;122;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;36;0;205
"ASV1358";0;0;0;0;0;0;0;0;0;0;0;30;0;0;20;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;17;0;32;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;45;129;0;0;0;204
"ASV1363";41;0;0;0;0;0;0;0;46;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;29;133;0;0;0;0;70;203
"ASV1365";0;0;0;0;7;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;86;42;29;0;32;14;203
"ASV1370";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;36;43;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;118;68;0;16;202
"ASV1371";13;0;15;0;0;8;0;1;91;0;2;60;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;190;4;0;0;7;0;201
"ASV1374";0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;17;0;0;23;36;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;65;81;0;55;0;201
"ASV1381";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;34;0;0;0;0;0;91;0;0;39;0;0;26;0;0;9;164;199
"ASV1382";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;11;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;34;0;0;0;28;79;0;92;199
"ASV1385";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;22;36;0;17;12;0;18;22;0;34;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;190;0;0;0;198
"ASV1387";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;186;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;193;3;0;2;198
"ASV1389";0;0;0;0;15;0;0;6;12;0;0;0;11;18;0;0;0;0;0;16;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;33;45;49;5;3;62;197
"ASV1392";0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;107;0;64;0;196
"ASV1403";0;0;14;0;0;0;0;0;9;0;0;3;1;0;0;2;28;26;0;1;0;0;0;0;0;11;0;3;0;0;3;0;6;3;15;0;0;0;0;9;0;0;0;17;0;10;0;6;18;0;0;0;0;0;0;0;0;0;0;0;0;9;0;26;58;41;9;51;9;194
"ASV1404";0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;157;0;194
"ASV1406";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;17;0;0;66;0;0;0;0;0;0;0;0;194;194
"ASV1411";0;16;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;0;0;0;0;38;10;0;45;0;0;0;0;0;8;17;7;15;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;8;93;47;11;9;191
"ASV1412";0;13;0;0;6;0;0;0;0;0;0;0;0;0;0;0;7;15;0;7;0;0;0;17;9;0;0;0;0;0;0;7;24;0;7;0;5;0;10;0;8;0;0;21;0;6;13;0;3;0;0;0;0;0;0;0;0;13;0;0;0;0;0;19;46;47;23;43;13;191
"ASV1419";0;0;0;0;0;24;0;20;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;63;0;78;0;20;28;189
"ASV1421";0;0;19;0;0;0;0;4;78;0;5;56;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;162;5;0;0;21;0;188
"ASV1429";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;27;0;0;85;0;0;39;0;0;0;0;0;0;0;188;188
"ASV1430";0;0;0;0;0;0;29;116;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;0;0;0;0;0;187
"ASV1436";52;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;27;0;0;0;0;0;0;0;0;48;0;0;0;0;0;52;35;0;0;51;48;186
"ASV1448";0;0;0;0;0;10;0;0;2;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;11;0;20;4;0;37;11;0;0;23;0;22;0;0;0;0;0;0;0;0;0;0;0;11;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;25;0;128;0;31;0;184
"ASV1453";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;28;0;0;52;0;0;0;0;0;0;0;0;183;183
"ASV1458";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;39;0;0;0;0;0;0;32;9;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;41;61;0;182
"ASV1463";0;0;0;0;0;0;4;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;20;24;33;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;114;36;0;0;181
"ASV1465";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;28;0;0;15;0;0;0;0;20;46;0;0;0;0;0;30;0;0;0;0;11;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;96;11;15;0;181
"ASV1468";0;8;0;0;0;0;0;0;1;0;0;0;0;47;0;0;0;0;0;0;0;43;8;0;9;0;0;10;7;0;7;16;0;0;9;1;0;0;10;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;98;59;10;4;0;180
"ASV1473";0;0;0;0;10;0;0;0;16;0;0;14;0;0;17;24;0;20;0;0;0;0;0;13;0;0;0;0;0;0;0;0;42;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;74;63;0;0;0;177
"ASV1474";0;0;0;0;0;0;0;23;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;114;0;35;0;177
"ASV1475";0;0;0;0;0;0;0;7;27;0;2;25;1;0;0;0;0;0;0;0;23;0;0;41;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;61;65;22;0;29;0;177
"ASV1476";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;38;0;23;0;0;0;154;177
"ASV1477";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;59;14;0;0;0;33;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;92;33;31;0;21;177
"ASV1478";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;25;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;0;177
"ASV1480";40;0;0;0;0;17;0;0;20;0;0;0;0;0;11;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;17;0;0;77;44;0;0;38;17;176
"ASV1485";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;34;0;0;43;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;15;5;0;19;0;0;14;1;0;23;7;12;0;0;78;0;2;96;176
"ASV1488";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;60;116;176
"ASV1491";0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;25;21;58;0;0;71;175
"ASV1496";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;62;0;0;69;0;0;0;0;0;0;174;174
"ASV1504";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;128;31;14;173
"ASV1506";0;14;2;0;41;5;0;0;1;0;0;0;0;0;1;2;5;2;0;12;0;0;9;2;3;0;0;0;0;1;1;0;2;2;0;3;4;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;24;0;0;8;0;0;18;0;63;33;12;4;10;50;172
"ASV1508";0;0;0;0;0;0;0;0;12;0;0;15;0;0;0;0;0;0;0;0;0;0;0;7;0;0;6;0;0;3;0;13;5;0;0;11;12;0;21;11;34;0;0;0;0;0;0;18;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;27;7;38;78;22;0;172
"ASV1511";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;48;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;160;0;12;172
"ASV1515";0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;56;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;28;123;0;0;0;171
"ASV1516";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;32;0;0;18;0;0;0;0;0;0;0;0;0;0;0;69;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;91;0;171
"ASV1517";43;0;0;0;0;0;11;0;0;0;0;0;57;0;0;23;0;0;11;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;116;0;0;0;0;170
"ASV1519";31;0;0;0;0;0;0;0;50;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;22;118;0;0;0;0;51;169
"ASV1522";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;0;0;0;0;0;0;13;0;0;13;0;0;29;0;0;12;0;0;13;4;0;0;0;0;18;0;37;0;0;0;3;0;0;0;0;0;11;0;0;0;0;0;6;0;0;10;67;17;58;17;169
"ASV1527";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;150;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;161;4;0;4;169
"ASV1532";0;0;0;0;0;0;0;0;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;9;0;0;2;0;8;7;0;0;11;10;0;27;32;20;0;0;0;0;0;0;12;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;14;5;37;89;23;0;168
"ASV1533";0;0;0;0;0;0;0;0;0;0;0;12;4;0;0;17;0;0;13;0;0;0;0;0;0;6;20;0;0;0;30;0;36;3;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;34;122;0;0;0;168
"ASV1534";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;36;28;0;104;168
"ASV1536";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3;0;65;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;159;0;168
"ASV1538";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;84;0;0;0;0;18;0;0;0;0;65;102;167
"ASV1539";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;32;4;0;0;57;0;0;0;0;0;0;0;74;93;167
"ASV1548";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;65;0;0;37;0;0;0;0;0;59;107;166
"ASV1552";0;0;0;0;0;44;0;0;0;0;0;0;0;0;52;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;121;0;0;0;0;165
"ASV1554";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;4;0;0;0;37;0;0;36;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;22;11;0;9;0;0;6;2;0;16;2;0;0;0;93;0;4;68;165
"ASV1559";0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;40;0;0;0;0;0;11;16;0;24;0;0;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;31;12;91;24;0;5;163
"ASV1562";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;45;0;58;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;137;0;163
"ASV1567";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0;162
"ASV1568";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;35;87;0;0;26;0;0;0;0;0;0;0;162;162
"ASV1573";0;0;28;0;0;9;0;0;25;0;0;38;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;22;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;4;17;39;0;0;160
"ASV1575";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;17;0;11;0;11;0;0;0;0;0;0;0;72;0;13;0;0;0;0;0;0;0;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;94;13;31;0;160
"ASV1577";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;160
"ASV1578";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;50;0;0;0;0;99;0;61;160
"ASV1581";0;0;25;0;0;17;0;0;17;0;0;29;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;14;31;26;0;0;159
"ASV1586";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;0;0;0;159
"ASV1587";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;43;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;0;159
"ASV1588";0;55;0;0;0;0;0;55;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;158
"ASV1593";0;5;2;0;0;0;0;0;0;0;0;0;7;0;4;2;0;2;1;1;3;0;3;4;2;4;0;1;5;0;5;4;0;6;5;3;8;0;17;8;10;0;0;7;0;0;0;5;0;0;1;3;0;2;6;3;5;5;1;1;0;3;3;7;27;35;43;13;32;157
"ASV1595";0;0;7;0;0;6;0;17;13;0;0;14;8;0;3;0;0;1;0;0;3;0;0;3;12;2;0;1;4;0;7;12;1;7;3;3;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;7;0;0;0;0;0;16;0;57;18;52;0;7;23;157
"ASV1601";0;6;0;0;12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;15;0;0;0;0;29;0;0;10;0;0;0;16;0;0;7;0;0;0;0;0;0;0;0;6;0;18;0;17;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;20;15;62;0;41;18;156
"ASV1606";0;0;0;0;0;35;0;0;0;0;0;0;0;0;29;0;0;28;0;0;47;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;121;0;0;0;0;156
"ASV1608";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;72;0;12;0;8;0;0;0;148;156
"ASV1609";0;0;0;0;0;7;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;4;0;20;2;13;14;4;29;0;5;20;10;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;15;0;121;0;12;7;155
"ASV1610";0;0;0;0;0;4;0;0;13;0;0;9;0;0;9;0;0;0;0;0;6;0;0;0;8;0;14;0;21;14;2;15;0;9;0;10;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;26;15;93;0;4;17;155
"ASV1611";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;21;0;32;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;12;0;0;133;0;0;22;155
"ASV1613";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;41;0;0;0;0;0;0;155;155
"ASV1614";0;18;0;0;58;0;0;27;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;154
"ASV1616";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;35;0;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;0;35;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;1;0;80;0;154
"ASV1619";0;1;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;2;0;0;2;15;3;0;8;8;0;11;6;0;8;5;0;0;0;0;0;0;4;0;3;3;2;1;0;3;2;0;0;8;0;0;39;0;0;2;0;0;9;0;2;10;64;0;18;58;152
"ASV1628";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;22;0;0;39;0;0;38;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;24;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;4;0;46;0;151
