ASV;C1A17;C1F18;C1A18;C2A17;C2F18;C2A18;C3A17;C3F18;C3A18;C4A17;C4F18;C4A18;F1A17;F1F18;F1A18;F2A17;F2F18;F2A18;F3A17;F3F18;F3A18;F4A17;F4F18;F4A18;H1A17;H1F18;H1A18;H2A17;H2F18;H2A18;H3A17;H3F18;H3A18;H4A17;H4F18;H4A18;P1F18;P1A18;P2F18;P3F18;P4F18;Q1A17;Q1F18;Q2A17;Q2F18;Q3A17;Q3F18;Q3A18;Q4A17;Q4F18;Q4A18;L1A17;L1F18;L1A18;L2A17;L2F18;L2A18;L3A17;L3F18;L3A18;L4A17;L4F18;L4A18
ASV1593;0;5;2;0;0;0;0;0;0;0;0;0;7;0;4;2;0;2;1;1;3;0;3;4;2;4;0;1;5;0;5;4;0;6;5;3;8;0;17;8;10;0;0;7;0;0;0;5;0;0;1;3;0;2;6;3;5;5;1;1;0;3;3
ASV1595;0;0;7;0;0;6;0;17;13;0;0;14;8;0;3;0;0;1;0;0;3;0;0;3;12;2;0;1;4;0;7;12;1;7;3;3;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;7;0;0;0;0;0;16;0
ASV1601;0;6;0;0;12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;15;0;0;0;0;29;0;0;10;0;0;0;16;0;0;7;0;0;0;0;0;0;0;0;6;0;18;0;17;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0
ASV1606;0;0;0;0;0;35;0;0;0;0;0;0;0;0;29;0;0;28;0;0;47;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;72;0;12
ASV1609;0;0;0;0;0;7;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;4;0;20;2;13;14;4;29;0;5;20;10;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0
ASV1610;0;0;0;0;0;4;0;0;13;0;0;9;0;0;9;0;0;0;0;0;6;0;0;0;8;0;14;0;21;14;2;15;0;9;0;10;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0
ASV1611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;21;0;32;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;12
ASV1614;0;18;0;0;58;0;0;27;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;35;0;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;0;35;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1619;0;1;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;2;0;0;2;15;3;0;8;8;0;11;6;0;8;5;0;0;0;0;0;0;4;0;3;3;2;1;0;3;2;0;0;8;0;0;39;0;0;2;0;0;9;0
ASV1628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;22;0;0;39;0;0;38;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;24;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;16;0;12;0;19;0;0;0;0;0;0;0;16;0;31;0;0;0;0;0;0;0;29;8;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1642;0;0;0;0;5;1;5;0;0;0;0;0;0;1;52;0;2;0;29;0;0;28;0;12;0;0;0;0;0;0;0;0;0;0;0;11;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1649;0;0;0;0;0;37;0;0;0;0;0;0;0;0;27;0;0;0;0;0;34;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1655;65;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1656;1;31;0;0;0;0;0;9;0;0;9;0;0;0;0;0;0;0;0;52;0;0;41;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;36;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1662;11;6;0;0;0;0;0;12;0;0;6;14;0;0;0;0;0;0;0;11;0;0;27;0;0;0;0;0;0;0;0;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;8
ASV1666;0;0;0;0;0;0;0;0;42;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0
ASV1676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;0;0;0;0;0;0;14;0;0;13;0;0;11;0;0;5;0;0;12;1;0;0;0;0;20;0;27;0;0;16;3;0;0;0;0;0;10;0;0;0;0;0;4;0
ASV1677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;7;0;0;25;22;0;24;27;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1680;0;0;35;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1685;0;0;21;0;0;0;0;0;38;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;11;29;0;9;23;0;16;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0
ASV1696;0;3;0;0;0;18;0;0;1;0;0;0;0;23;0;0;0;0;0;0;0;13;0;0;1;0;0;0;0;1;0;0;0;1;11;0;0;0;1;0;0;0;0;0;0;0;0;11;22;0;35;0;0;0;0;0;0;0;0;0;0;0;0
ASV1698;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;13;0;63;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1721;0;0;0;0;0;38;0;0;0;0;0;0;0;0;50;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;13;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
ASV1738;47;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0
ASV1742;0;0;0;0;0;0;0;0;10;0;0;0;0;0;8;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;12;0;0;0;5;0;6;19;6;5;7;2;0;0;0;0;0;0;9;0;0;9;0;0;0;3;0;0;0;0;9;0;0
ASV1748;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0
ASV1750;0;0;0;0;0;0;0;11;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;22;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;12;24
ASV1754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;18;0;32;0;38;19;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;38
ASV1761;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;38;6;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1763;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;14;0;6;0;8;0;0;19;0;0;0;17;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1773;43;0;0;0;2;0;3;2;13;1;2;4;6;4;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;12;0;20;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;5
ASV1783;0;0;62;0;0;38;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1787;81;5;0;0;0;0;0;33;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1791;0;4;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;1;0;0;8;0;0;9;9;0;0;0;0;0;0;0;39;39;3;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1793;0;0;18;0;19;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
ASV1795;0;0;0;0;8;5;2;0;0;0;0;0;0;7;23;0;2;2;0;0;0;0;34;44;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1808;38;0;0;2;4;0;1;0;11;2;4;8;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;1;0;0;0;21;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;6
ASV1811;0;0;0;0;0;0;0;0;22;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0
ASV1817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1827;0;0;0;0;0;0;0;0;0;0;0;2;11;0;0;14;0;0;5;0;0;0;0;0;0;52;5;0;0;0;0;0;0;3;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;28;0;0
ASV1839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;8;0;10;0;0;9;0;2;10;0;0;10;0;0;0;0;0;0;0;0;0;15;0;22;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1846;0;0;0;0;0;0;0;0;6;0;0;8;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;11;0;6;3;0;0;9;13;0;15;14;10;0;0;0;0;0;0;8;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0
ASV1857;0;0;8;0;0;44;0;0;7;0;0;0;0;0;22;0;0;0;0;0;21;0;0;12;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1859;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;15;0;0;0;10;0;0;0;0;0;0;0;0;0;0;15;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0
ASV1860;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;19;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;10;0
ASV1870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;19;0;35;0;26;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1874;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;13;2;0;8;3;0;10;6;0;5;5;0;0;0;0;0;0;0;0;3;1;3;2;0;4;6;0;0;1;0;0;26;0;0;4;0;1;6;0
ASV1886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1892;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;38;0;0;0;21;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1895;0;0;11;0;0;0;0;1;48;0;0;28;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;0;0;0;0;0;0;0;0;0;0;0;0
ASV1896;0;0;0;0;0;16;0;0;0;0;0;0;2;0;0;0;0;25;0;0;0;0;9;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1898;0;0;0;0;0;0;0;0;0;0;0;21;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1906;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1909;0;0;0;0;0;0;0;0;69;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1922;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;17;0;0;0;0;6;0;0;0;0;0;0;8;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;13;0;0;9;0;0;8;0;0;12;0;0;8;2;0;0;0;0;13;0;28;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;4;0
ASV1929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0
ASV1933;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;2;18;3;0;6;1;0;10;5;0;10;4;0;0;0;0;0;0;0;0;4;0;5;2;0;2;6;0;0;3;0;0;8;0;0;4;0;3;11;0
ASV1934;0;0;0;0;0;5;5;0;0;0;0;0;0;1;0;44;0;4;0;0;16;0;0;0;0;0;5;0;0;0;24;0;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1937;0;0;0;0;0;0;0;0;43;0;0;0;54;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0
ASV1955;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;8;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;25;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0
ASV1957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
ASV1967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;6;11;0;9;25;0;19;11;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0
ASV1973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;35;0;0;29;0;0;0;0;0;0;0;0;0
ASV1984;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;13;0;0;10;0;0;0;0;17;21;0;0;0;0;0;10;0;0;0;0;6;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0
ASV1990;0;0;19;0;0;12;0;0;9;0;0;26;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;19;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV1998;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;14;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0
ASV2001;0;0;0;0;0;46;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0
ASV2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;37;0;25;0;0;0;23;0;0;0;0;0;0;0;0
ASV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;42;0;0;30;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;14;0;0;0;0;39
ASV2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;26;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;17
ASV2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV2015;0;0;0;0;0;8;0;0;16;0;0;0;0;0;2;0;0;0;0;0;5;0;2;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;0;0;0;0;4;10;30;14;0;0;0;0;0;0;0;0;0;0;0;0
ASV2016;0;0;0;0;0;0;0;0;0;0;0;7;38;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0
ASV2027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;37;0;0;53;0;0;0;0;0;0;0
ASV2036;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;50;0;0;0;0;0;8;0
ASV2037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;15;0;0;0;0;0;0;25;24;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV2043;0;0;0;0;0;0;0;0;27;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV2046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;17;0;0;0;0;0;0;0;0;16;18;0;24;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0
ASV2055;0;0;0;0;12;0;0;0;0;0;0;0;1;9;0;0;9;0;0;0;0;0;0;0;0;0;15;0;0;32;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0
ASV2065;0;0;0;0;0;53;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV2066;0;0;0;0;0;0;0;0;12;0;0;0;0;0;10;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0
ASV2067;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0
ASV2069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
