"";"Type";"C1A17";"C1F18";"C1A18";"C2A17";"C2F18";"C2A18";"C3A17";"C3F18";"C3A18";"C4A17";"C4F18";"C4A18";"F1A17";"F1F18";"F1A18";"F2A17";"F2F18";"F2A18";"F3A17";"F3F18";"F3A18";"F4A17";"F4F18";"F4A18";"H1A17";"H1F18";"H1A18";"H2A17";"H2F18";"H2A18";"H3A17";"H3F18";"H3A18";"H4A17";"H4F18";"H4A18";"P1F18";"P1A18";"P2F18";"P3F18";"P4F18";"Q1A17";"Q1F18";"Q2A17";"Q2F18";"Q3A17";"Q3F18";"Q3A18";"Q4A17";"Q4F18";"Q4A18";"L1A17";"L1F18";"L1A18";"L2A17";"L2F18";"L2A18";"L3A17";"L3F18";"L3A18";"L4A17";"L4F18";"L4A18"
"ASV1552";"Other";0;0;0;0;0;44;0;0;0;0;0;0;0;0;52;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1559";"Other";0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;40;0;0;0;0;0;11;16;0;24;0;0;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
"ASV1562";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;45;0;58;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1567";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1568";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;35;87;0;0;26;0;0
"ASV1573";"Other";0;0;28;0;0;9;0;0;25;0;0;38;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;22;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1575";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;17;0;11;0;11;0;0;0;0;0;0;0;72;0;13;0;0;0;0;0;0;0;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1581";"Other";0;0;25;0;0;17;0;0;17;0;0;29;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1587";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;43;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1588";"Unique";0;55;0;0;0;0;0;55;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1593";"Shared";0;5;2;0;0;0;0;0;0;0;0;0;7;0;4;2;0;2;1;1;3;0;3;4;2;4;0;1;5;0;5;4;0;6;5;3;8;0;17;8;10;0;0;7;0;0;0;5;0;0;1;3;0;2;6;3;5;5;1;1;0;3;3
"ASV1595";"Other";0;0;7;0;0;6;0;17;13;0;0;14;8;0;3;0;0;1;0;0;3;0;0;3;12;2;0;1;4;0;7;12;1;7;3;3;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;7;0;0;0;0;0;16;0
"ASV1601";"Other";0;6;0;0;12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;15;0;0;0;0;29;0;0;10;0;0;0;16;0;0;7;0;0;0;0;0;0;0;0;6;0;18;0;17;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0
"ASV1606";"Other";0;0;0;0;0;35;0;0;0;0;0;0;0;0;29;0;0;28;0;0;47;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1608";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;72;0;12
"ASV1609";"Other";0;0;0;0;0;7;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;4;0;20;2;13;14;4;29;0;5;20;10;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0
"ASV1610";"Other";0;0;0;0;0;4;0;0;13;0;0;9;0;0;9;0;0;0;0;0;6;0;0;0;8;0;14;0;21;14;2;15;0;9;0;10;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0
"ASV1611";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;21;0;32;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;12
"ASV1614";"Unique";0;18;0;0;58;0;0;27;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1616";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;35;0;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;0;35;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1619";"Other";0;1;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;2;0;0;2;15;3;0;8;8;0;11;6;0;8;5;0;0;0;0;0;0;4;0;3;3;2;1;0;3;2;0;0;8;0;0;39;0;0;2;0;0;9;0
"ASV1628";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;22;0;0;39;0;0;38;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;24;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1636";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;16;0;12;0;19;0;0;0;0;0;0;0;16;0;31;0;0;0;0;0;0;0;29;8;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1642";"Other";0;0;0;0;5;1;5;0;0;0;0;0;0;1;52;0;2;0;29;0;0;28;0;12;0;0;0;0;0;0;0;0;0;0;0;11;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1645";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV1649";"Other";0;0;0;0;0;37;0;0;0;0;0;0;0;0;27;0;0;0;0;0;34;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
